id_batalha,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
1978,9,1,2,Jogador_898,"Bárbaros, Cura, Golem, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo, Foguete, Gigante","Cura, Dragão, Foguete, Arqueiras, Mago, Golem, Canhão, Gigante",2945,367
1979,5,2,0,Jogador_798,"Bárbaros, Canhão, Arqueiras, Mago, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão","Cavalaria, Canhão, Gigante, Mago, Golem, Dragão, P.E.K.K.A, Cura",2413,4589
1980,7,1,0,Jogador_26,"Arqueiras, Dragão, Cavalaria, Mini P.E.K.K.A, Mago, Gigante, P.E.K.K.A, Cura","Mini P.E.K.K.A, Golem, Cura, Dragão, Arqueiras, Foguete, Canhão, P.E.K.K.A",3457,448
1981,4,1,1,Jogador_840,"Foguete, Dragão, Canhão, Bola de Fogo, Arqueiras, Mago, Golem, Gigante","Cura, Bárbaros, Canhão, Cavalaria, Gigante, Dragão, Bola de Fogo, Foguete",268,2784
1982,10,3,1,Jogador_152,"Mago, Bola de Fogo, Gigante, Cavalaria, Dragão, Arqueiras, Golem, Bárbaros","P.E.K.K.A, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Mago, Foguete, Dragão",478,1955
1983,6,3,0,Jogador_691,"Cura, Bola de Fogo, Cavalaria, Bárbaros, P.E.K.K.A, Foguete, Gigante, Dragão","Mini P.E.K.K.A, Gigante, P.E.K.K.A, Golem, Bola de Fogo, Cura, Bárbaros, Cavalaria",1193,2110
1984,7,2,2,Jogador_836,"Cura, Cavalaria, Gigante, Mini P.E.K.K.A, Bola de Fogo, Arqueiras, Mago, P.E.K.K.A","Mini P.E.K.K.A, Arqueiras, Cavalaria, Dragão, Canhão, P.E.K.K.A, Cura, Golem",1255,3110
1985,10,3,1,Jogador_913,"Mini P.E.K.K.A, Bola de Fogo, Mago, Foguete, Gigante, Bárbaros, P.E.K.K.A, Canhão","Gigante, Dragão, Canhão, Cavalaria, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Cura",4533,3507
1986,9,3,2,Jogador_284,"Bárbaros, Arqueiras, Golem, Bola de Fogo, Canhão, Mago, Gigante, Cavalaria","Canhão, Mini P.E.K.K.A, Bárbaros, Golem, Dragão, P.E.K.K.A, Gigante, Foguete",3479,4374
1987,4,3,1,Jogador_903,"Bárbaros, Cura, Dragão, Arqueiras, Mago, Cavalaria, P.E.K.K.A, Golem","P.E.K.K.A, Bárbaros, Mago, Foguete, Canhão, Cura, Golem, Cavalaria",4991,464
1988,10,0,2,Jogador_936,"P.E.K.K.A, Cura, Arqueiras, Canhão, Dragão, Cavalaria, Bola de Fogo, Golem","Cura, Gigante, Mini P.E.K.K.A, Cavalaria, Foguete, Arqueiras, Mago, Bola de Fogo",4152,3787
1989,8,1,1,Jogador_523,"Cura, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Cavalaria, Bárbaros, Foguete, Gigante","Mini P.E.K.K.A, Arqueiras, Cura, Canhão, Bárbaros, Foguete, Golem, P.E.K.K.A",250,2975
1990,4,3,0,Jogador_640,"Mini P.E.K.K.A, Mago, Dragão, Foguete, Golem, Bola de Fogo, Bárbaros, Cura","Cavalaria, Cura, Canhão, P.E.K.K.A, Bárbaros, Arqueiras, Bola de Fogo, Gigante",14,3127
1991,10,2,2,Jogador_807,"Foguete, Arqueiras, Cura, P.E.K.K.A, Gigante, Cavalaria, Bárbaros, Canhão","Mago, Canhão, Foguete, Arqueiras, Bárbaros, Bola de Fogo, Cura, Gigante",188,2678
1992,3,1,1,Jogador_242,"Cavalaria, Dragão, Arqueiras, Foguete, Cura, Golem, Bola de Fogo, Bárbaros","Bárbaros, Cura, Canhão, Cavalaria, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Arqueiras",802,152
1993,6,0,0,Jogador_432,"P.E.K.K.A, Dragão, Canhão, Mago, Cura, Mini P.E.K.K.A, Golem, Foguete","Arqueiras, Gigante, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Cura, Canhão, Mago",1339,4053
1994,9,0,1,Jogador_196,"Bola de Fogo, Canhão, Golem, Arqueiras, Foguete, P.E.K.K.A, Cavalaria, Gigante","Arqueiras, Dragão, Canhão, Mago, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bola de Fogo",62,3984
1995,6,2,1,Jogador_764,"Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Dragão, Arqueiras, Gigante, Foguete, Mago","Cavalaria, Dragão, Arqueiras, Golem, Bola de Fogo, Foguete, Mago, P.E.K.K.A",4340,3459
1996,3,3,2,Jogador_223,"Dragão, Cavalaria, Golem, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Cura, Canhão","Arqueiras, Canhão, Golem, Cavalaria, Mini P.E.K.K.A, Dragão, Mago, P.E.K.K.A",2065,2858
1997,8,0,0,Jogador_702,"P.E.K.K.A, Gigante, Bola de Fogo, Cura, Canhão, Bárbaros, Cavalaria, Golem","Bárbaros, Canhão, P.E.K.K.A, Dragão, Bola de Fogo, Mini P.E.K.K.A, Gigante, Golem",2445,2223
1998,7,3,0,Jogador_867,"Gigante, Dragão, Arqueiras, Golem, Mago, Canhão, Cura, Mini P.E.K.K.A","Arqueiras, Mini P.E.K.K.A, Foguete, Mago, Canhão, Dragão, Cavalaria, Golem",4375,1481
1999,10,2,1,Jogador_935,"Cavalaria, Arqueiras, Golem, Foguete, Canhão, Gigante, Mago, Bárbaros","Cavalaria, Cura, Bárbaros, Golem, Canhão, Arqueiras, Mini P.E.K.K.A, Gigante",1490,3906
2000,3,3,2,Jogador_11,"Mago, Arqueiras, Foguete, Gigante, Dragão, Golem, Bárbaros, Bola de Fogo","Cavalaria, Cura, Bárbaros, Golem, Canhão, Arqueiras, Mini P.E.K.K.A, Gigante",2279,1
2001,3,2,0,Jogador_42,"Bárbaros, P.E.K.K.A, Arqueiras, Cura, Dragão, Cavalaria, Foguete, Gigante","Arqueiras, Bárbaros, Dragão, P.E.K.K.A, Foguete, Cura, Golem, Mago",1357,433
2002,9,2,3,Jogador_524,"Cavalaria, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem, Canhão, Cura, Bola de Fogo","Golem, Mago, P.E.K.K.A, Dragão, Canhão, Bárbaros, Cavalaria, Arqueiras",4347,4914
2003,4,0,0,Jogador_949,"Arqueiras, Mago, Bárbaros, Cura, Canhão, Golem, Dragão, Gigante","Cura, Cavalaria, Gigante, Mini P.E.K.K.A, Bola de Fogo, Arqueiras, Mago, P.E.K.K.A",220,3305
2004,9,0,3,Jogador_619,"Dragão, Cavalaria, Golem, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Cura, Canhão","Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão",3386,4118
2005,7,1,0,Jogador_287,"Cavalaria, P.E.K.K.A, Arqueiras, Foguete, Dragão, Golem, Cura, Gigante","Cura, Gigante, Mini P.E.K.K.A, Cavalaria, Foguete, Arqueiras, Mago, Bola de Fogo",2197,4565
2006,8,2,2,Jogador_313,"Gigante, Bola de Fogo, Arqueiras, Foguete, P.E.K.K.A, Bárbaros, Golem, Mini P.E.K.K.A","Gigante, Dragão, P.E.K.K.A, Cavalaria, Bola de Fogo, Golem, Canhão, Foguete",2884,2738
2007,8,2,1,Jogador_545,"Mago, Golem, Arqueiras, Dragão, Canhão, Foguete, Cavalaria, Mini P.E.K.K.A","Foguete, Mago, Bárbaros, Canhão, Gigante, P.E.K.K.A, Dragão, Cura",2587,382
2008,5,1,2,Jogador_416,"P.E.K.K.A, Canhão, Golem, Mago, Dragão, Cura, Cavalaria, Mini P.E.K.K.A","P.E.K.K.A, Canhão, Gigante, Dragão, Mini P.E.K.K.A, Cura, Golem, Bárbaros",4388,2987
2009,10,2,1,Jogador_113,"P.E.K.K.A, Canhão, Arqueiras, Mago, Cavalaria, Bola de Fogo, Gigante, Cura","Gigante, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bárbaros, Dragão, Cavalaria, Foguete",4516,962
2010,10,3,1,Jogador_123,"Cura, Cavalaria, Mini P.E.K.K.A, Bárbaros, Gigante, Golem, P.E.K.K.A, Foguete","Cavalaria, Golem, Gigante, Dragão, Cura, Bárbaros, Mago, Mini P.E.K.K.A",2718,2165
2011,10,0,3,Jogador_628,"Golem, Dragão, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Cura, Gigante, Bola de Fogo","Cura, Bola de Fogo, Dragão, Arqueiras, Golem, Gigante, Bárbaros, Canhão",4263,3479
2012,6,3,3,Jogador_510,"Golem, Cavalaria, Gigante, Bárbaros, Canhão, Cura, Arqueiras, Dragão","Cura, Gigante, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Mago, P.E.K.K.A",3343,2198
2013,3,0,2,Jogador_288,"P.E.K.K.A, Bárbaros, Mago, Foguete, Canhão, Cura, Golem, Cavalaria","Foguete, Bárbaros, Cura, Mini P.E.K.K.A, Arqueiras, Gigante, Cavalaria, P.E.K.K.A",2912,756
2014,7,2,0,Jogador_573,"P.E.K.K.A, Foguete, Bola de Fogo, Bárbaros, Canhão, Mini P.E.K.K.A, Cura, Cavalaria","Cura, Mini P.E.K.K.A, Cavalaria, Arqueiras, Bola de Fogo, Golem, Bárbaros, Foguete",196,2634
2015,7,3,1,Jogador_376,"Bárbaros, Cura, Canhão, Cavalaria, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Arqueiras","Bola de Fogo, Golem, P.E.K.K.A, Mago, Cura, Dragão, Gigante, Foguete",2638,651
2016,7,3,0,Jogador_451,"Foguete, Dragão, Canhão, Mago, Golem, Cura, Bárbaros, Bola de Fogo","Cura, Bárbaros, Cavalaria, Canhão, Foguete, Mago, Dragão, P.E.K.K.A",2832,3736
2017,3,3,2,Jogador_758,"Golem, Bárbaros, Foguete, Canhão, Bola de Fogo, Cura, Gigante, Dragão","Bárbaros, Dragão, Golem, Arqueiras, Bola de Fogo, Canhão, Cavalaria, Foguete",1064,4293
2018,4,0,3,Jogador_713,"Mini P.E.K.K.A, Gigante, P.E.K.K.A, Foguete, Golem, Cavalaria, Dragão, Arqueiras","Bárbaros, Dragão, Gigante, P.E.K.K.A, Cura, Cavalaria, Bola de Fogo, Mago",3502,2026
2019,9,2,3,Jogador_986,"Bola de Fogo, Mago, Foguete, Cura, Gigante, Cavalaria, Dragão, Golem","Mago, Gigante, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Golem, Cura, Arqueiras",3510,261
2020,4,3,3,Jogador_841,"Foguete, P.E.K.K.A, Mago, Mini P.E.K.K.A, Canhão, Bárbaros, Arqueiras, Cura","Gigante, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bárbaros, Dragão, Cavalaria, Foguete",1639,512
2021,5,2,0,Jogador_980,"Bárbaros, Canhão, Bola de Fogo, Mago, P.E.K.K.A, Arqueiras, Foguete, Cavalaria","Canhão, Arqueiras, Cavalaria, Mago, Bárbaros, Mini P.E.K.K.A, Gigante, Foguete",3446,1645
2022,4,3,2,Jogador_487,"Bárbaros, Golem, Foguete, Gigante, Mago, Cura, P.E.K.K.A, Canhão","P.E.K.K.A, Dragão, Mago, Gigante, Canhão, Bárbaros, Mini P.E.K.K.A, Bola de Fogo",1722,2055
2023,3,0,2,Jogador_401,"Arqueiras, Cura, Gigante, Mago, Golem, Dragão, Foguete, P.E.K.K.A","Golem, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Bárbaros, Bola de Fogo, Dragão, Cavalaria",4339,2057
2024,5,2,0,Jogador_90,"Foguete, Gigante, Mini P.E.K.K.A, Dragão, Bárbaros, Cura, Bola de Fogo, Cavalaria","Bárbaros, Cavalaria, Bola de Fogo, P.E.K.K.A, Cura, Mago, Foguete, Mini P.E.K.K.A",59,3544
2025,5,3,3,Jogador_575,"Cura, Gigante, Foguete, Mini P.E.K.K.A, Cavalaria, Dragão, P.E.K.K.A, Canhão","Cura, Bárbaros, Bola de Fogo, Mago, Mini P.E.K.K.A, Golem, Dragão, P.E.K.K.A",3237,2230
2026,9,2,2,Jogador_184,"Bola de Fogo, Canhão, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Gigante, Foguete","P.E.K.K.A, Dragão, Bola de Fogo, Arqueiras, Foguete, Gigante, Bárbaros, Mago",396,1737
2027,10,0,3,Jogador_643,"Arqueiras, Mago, Foguete, Cura, Bola de Fogo, Golem, Bárbaros, Gigante","Foguete, Golem, P.E.K.K.A, Cavalaria, Canhão, Bola de Fogo, Cura, Bárbaros",1582,2412
2028,5,3,0,Jogador_877,"Bola de Fogo, Foguete, Dragão, Gigante, P.E.K.K.A, Mago, Canhão, Mini P.E.K.K.A","Cavalaria, Gigante, Canhão, Golem, Mago, Mini P.E.K.K.A, Bárbaros, Dragão",265,279
2029,3,0,0,Jogador_630,"Mago, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão, Arqueiras, P.E.K.K.A, Cura","Gigante, Cura, Bárbaros, Arqueiras, Dragão, Foguete, Mago, Canhão",833,1097
2030,9,3,3,Jogador_390,"Gigante, Bárbaros, Cavalaria, Arqueiras, Mago, Golem, Canhão, Mini P.E.K.K.A","Canhão, Bárbaros, Golem, Bola de Fogo, Foguete, Dragão, Mago, Cavalaria",742,87
2031,8,2,0,Jogador_432,"Foguete, Dragão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Golem, Bola de Fogo, Gigante","Bola de Fogo, Bárbaros, Cavalaria, Mago, Golem, Gigante, Foguete, Cura",4563,1061
2032,3,1,0,Jogador_730,"Cura, Bárbaros, Canhão, Gigante, Golem, Bola de Fogo, Foguete, Mini P.E.K.K.A","Foguete, Mago, Arqueiras, Golem, Canhão, Mini P.E.K.K.A, Bola de Fogo, Bárbaros",2646,2427
2033,6,2,0,Jogador_508,"Arqueiras, P.E.K.K.A, Cavalaria, Cura, Mini P.E.K.K.A, Gigante, Dragão, Bola de Fogo","Mini P.E.K.K.A, Bola de Fogo, Mago, P.E.K.K.A, Cavalaria, Cura, Bárbaros, Golem",1400,2428
2034,8,2,1,Jogador_156,"Foguete, Mini P.E.K.K.A, Cavalaria, Dragão, Golem, Gigante, Arqueiras, Cura","Mago, Arqueiras, Foguete, Bola de Fogo, Golem, P.E.K.K.A, Mini P.E.K.K.A, Gigante",4794,4290
2035,3,0,3,Jogador_661,"Bola de Fogo, Mago, Canhão, Gigante, Golem, P.E.K.K.A, Foguete, Mini P.E.K.K.A","Mini P.E.K.K.A, Dragão, Cura, Canhão, Arqueiras, Gigante, Foguete, Bola de Fogo",2097,4612
2036,3,2,0,Jogador_308,"Mago, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, Cura, Arqueiras","P.E.K.K.A, Canhão, Foguete, Golem, Arqueiras, Mini P.E.K.K.A, Dragão, Bola de Fogo",2884,1422
2037,9,2,1,Jogador_281,"Gigante, Mago, Golem, Bárbaros, Dragão, Mini P.E.K.K.A, Canhão, Foguete","Canhão, Bola de Fogo, Mago, Gigante, Foguete, Cavalaria, Cura, Dragão",3561,1320
2038,7,3,0,Jogador_317,"Foguete, Canhão, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Golem, Bola de Fogo, Mago","Canhão, Cavalaria, Mago, Dragão, Foguete, P.E.K.K.A, Arqueiras, Golem",4945,4721
2039,8,3,1,Jogador_849,"Bola de Fogo, Mini P.E.K.K.A, Canhão, Arqueiras, Bárbaros, Foguete, Cavalaria, Gigante","Canhão, Cura, Mini P.E.K.K.A, Bola de Fogo, Foguete, Mago, Bárbaros, Cavalaria",2293,3830
2040,5,0,0,Jogador_715,"Gigante, Bárbaros, Cavalaria, Arqueiras, Mago, Golem, Canhão, Mini P.E.K.K.A","Cura, Arqueiras, Golem, Gigante, Dragão, Foguete, Canhão, Bárbaros",1588,4305
2041,3,0,2,Jogador_963,"Arqueiras, Mago, P.E.K.K.A, Mini P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo","Cura, P.E.K.K.A, Mini P.E.K.K.A, Mago, Foguete, Gigante, Cavalaria, Dragão",1257,3711
2042,4,3,2,Jogador_939,"Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão, Cura, Mago, Golem, Arqueiras","Mini P.E.K.K.A, Bárbaros, Arqueiras, Foguete, Mago, Canhão, Dragão, Cura",2153,2421
2043,9,3,3,Jogador_901,"Bárbaros, Golem, Dragão, Canhão, Mago, Foguete, Cura, Bola de Fogo","Mini P.E.K.K.A, Gigante, Bárbaros, P.E.K.K.A, Arqueiras, Dragão, Bola de Fogo, Foguete",4205,3010
2044,7,3,2,Jogador_691,"Arqueiras, Gigante, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Cura, Canhão, Mago","Golem, Bola de Fogo, Mago, P.E.K.K.A, Cavalaria, Arqueiras, Mini P.E.K.K.A, Dragão",214,2230
2045,3,3,0,Jogador_942,"Gigante, Mini P.E.K.K.A, Bola de Fogo, Canhão, Foguete, Golem, P.E.K.K.A, Arqueiras","Canhão, Mini P.E.K.K.A, Gigante, Bola de Fogo, Dragão, Foguete, Golem, Mago",4421,3139
2046,6,0,3,Jogador_609,"Canhão, Foguete, P.E.K.K.A, Gigante, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Mago","Cavalaria, Gigante, Cura, Mago, Arqueiras, Mini P.E.K.K.A, Bola de Fogo, Canhão",1159,4004
2047,4,2,3,Jogador_48,"Arqueiras, Cura, Mago, Bárbaros, Foguete, Bola de Fogo, Gigante, Mini P.E.K.K.A","P.E.K.K.A, Mini P.E.K.K.A, Foguete, Gigante, Arqueiras, Cura, Dragão, Cavalaria",2330,1797
2048,7,1,1,Jogador_200,"Bárbaros, Cavalaria, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Arqueiras, Golem","Arqueiras, Golem, Cura, Mago, P.E.K.K.A, Bola de Fogo, Canhão, Dragão",3874,3323
2049,9,0,0,Jogador_766,"Golem, Dragão, Cura, Foguete, Gigante, Mini P.E.K.K.A, Bola de Fogo, Bárbaros","Bola de Fogo, Mini P.E.K.K.A, Canhão, Arqueiras, Bárbaros, Foguete, Cavalaria, Gigante",3169,2201
2050,8,2,2,Jogador_67,"Arqueiras, Gigante, Dragão, Cavalaria, Bola de Fogo, Bárbaros, Golem, Cura","Bola de Fogo, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Bárbaros, Dragão, Golem",3830,3819
2051,9,1,2,Jogador_847,"Gigante, Canhão, Bola de Fogo, Foguete, Bárbaros, Mago, P.E.K.K.A, Golem","Bárbaros, Cura, Mago, Arqueiras, Dragão, P.E.K.K.A, Canhão, Foguete",3263,3057
2052,10,3,0,Jogador_728,"Mago, Arqueiras, Canhão, Mini P.E.K.K.A, Golem, Cura, Gigante, Bola de Fogo","Golem, Bárbaros, Cura, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Gigante, Bola de Fogo",4036,1510
2053,5,1,0,Jogador_147,"Cura, Bola de Fogo, P.E.K.K.A, Bárbaros, Arqueiras, Cavalaria, Canhão, Dragão","Mago, Bárbaros, Foguete, Gigante, P.E.K.K.A, Bola de Fogo, Canhão, Cura",4797,3459
2054,6,3,2,Jogador_716,"Mini P.E.K.K.A, Golem, Cura, Dragão, Arqueiras, Foguete, Canhão, P.E.K.K.A","Cavalaria, Dragão, Golem, Canhão, Bola de Fogo, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A",4261,4371
2055,9,3,2,Jogador_598,"Arqueiras, Dragão, Mini P.E.K.K.A, Foguete, Bola de Fogo, Golem, Cura, Gigante","Arqueiras, Golem, Mago, Gigante, Cura, Canhão, Bárbaros, Foguete",3061,741
2056,7,1,2,Jogador_580,"Cavalaria, Foguete, Bola de Fogo, P.E.K.K.A, Gigante, Cura, Mago, Dragão","Bola de Fogo, Mago, Canhão, Gigante, Foguete, Golem, Arqueiras, Cura",2881,4311
2057,4,3,2,Jogador_137,"Arqueiras, Bárbaros, Gigante, Cura, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A","Arqueiras, Mini P.E.K.K.A, Foguete, Mago, Canhão, Dragão, Cavalaria, Golem",32,619
2058,9,3,3,Jogador_51,"Canhão, Dragão, Cavalaria, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Mago, Gigante","Mini P.E.K.K.A, Canhão, Foguete, Gigante, Mago, Golem, Bola de Fogo, Arqueiras",1695,1858
2059,9,3,1,Jogador_691,"Cavalaria, Dragão, Golem, Canhão, Bola de Fogo, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A","Bola de Fogo, Arqueiras, P.E.K.K.A, Dragão, Cavalaria, Canhão, Mago, Gigante",3029,1322
2060,6,0,1,Jogador_152,"Arqueiras, P.E.K.K.A, Cavalaria, Bola de Fogo, Foguete, Mago, Canhão, Cura","Golem, Cavalaria, Mago, P.E.K.K.A, Bola de Fogo, Gigante, Cura, Bárbaros",3710,511
2061,9,0,1,Jogador_374,"Cura, Gigante, Bárbaros, P.E.K.K.A, Mago, Canhão, Foguete, Arqueiras","Dragão, Cavalaria, Bola de Fogo, Canhão, Cura, Mini P.E.K.K.A, Mago, Foguete",2581,1213
2062,4,0,1,Jogador_737,"Mago, Mini P.E.K.K.A, Dragão, Cura, Golem, Cavalaria, Bola de Fogo, Foguete","Foguete, Dragão, Arqueiras, Golem, P.E.K.K.A, Bola de Fogo, Bárbaros, Cavalaria",4270,860
2063,3,0,1,Jogador_354,"Arqueiras, Dragão, Mini P.E.K.K.A, Bárbaros, Cavalaria, P.E.K.K.A, Foguete, Cura","Mago, Golem, Bárbaros, Foguete, Arqueiras, Canhão, Bola de Fogo, Cura",3681,167
2064,7,1,0,Jogador_187,"Mago, Arqueiras, Golem, P.E.K.K.A, Canhão, Gigante, Dragão, Cavalaria","Gigante, P.E.K.K.A, Canhão, Cura, Mini P.E.K.K.A, Arqueiras, Mago, Bola de Fogo",3849,3253
2065,8,1,2,Jogador_582,"Cavalaria, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem, Canhão, Cura, Bola de Fogo","Bola de Fogo, Gigante, Golem, Cavalaria, Canhão, Bárbaros, Dragão, Foguete",1137,3146
2066,10,0,3,Jogador_720,"Dragão, Canhão, Arqueiras, Golem, Bola de Fogo, Cura, Cavalaria, Gigante","Foguete, Dragão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Golem, Bola de Fogo, Gigante",1074,3500
2067,4,3,3,Jogador_904,"Mago, Golem, Arqueiras, Dragão, Canhão, Foguete, Cavalaria, Mini P.E.K.K.A","Gigante, Cura, Dragão, Mago, Bárbaros, Foguete, Canhão, Arqueiras",4461,4744
2068,4,1,3,Jogador_42,"Canhão, Mago, Foguete, Mini P.E.K.K.A, Bárbaros, Gigante, Cura, P.E.K.K.A","Foguete, Bárbaros, Cura, Mini P.E.K.K.A, Arqueiras, Gigante, Cavalaria, P.E.K.K.A",1204,1709
2069,4,3,0,Jogador_572,"Bárbaros, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Cura, Bola de Fogo","Foguete, Gigante, Canhão, Bola de Fogo, Mini P.E.K.K.A, Cura, P.E.K.K.A, Dragão",3444,2680
2070,6,3,3,Jogador_341,"Cavalaria, Arqueiras, Mini P.E.K.K.A, Dragão, Canhão, Gigante, P.E.K.K.A, Cura","Cavalaria, Gigante, Dragão, Mago, Bola de Fogo, Bárbaros, Golem, Mini P.E.K.K.A",3657,1646
2071,8,3,2,Jogador_158,"Cavalaria, Mago, Canhão, Cura, Bola de Fogo, P.E.K.K.A, Dragão, Bárbaros","Cavalaria, Bola de Fogo, Gigante, Bárbaros, Mago, Dragão, Arqueiras, Mini P.E.K.K.A",4484,744
2072,3,0,0,Jogador_890,"P.E.K.K.A, Cura, Arqueiras, Canhão, Dragão, Cavalaria, Bola de Fogo, Golem","Mini P.E.K.K.A, P.E.K.K.A, Arqueiras, Foguete, Golem, Dragão, Cura, Bárbaros",2379,3865
2073,7,3,2,Jogador_327,"P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Arqueiras, Canhão, Bola de Fogo, Mago, Golem","Golem, Mago, P.E.K.K.A, Dragão, Canhão, Bárbaros, Cavalaria, Arqueiras",4544,4407
2074,4,2,2,Jogador_709,"Golem, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Gigante, Arqueiras, Cura","Bola de Fogo, Cura, P.E.K.K.A, Gigante, Cavalaria, Mago, Bárbaros, Mini P.E.K.K.A",3836,4894
2075,7,1,0,Jogador_246,"Arqueiras, Mago, P.E.K.K.A, Mini P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo","Canhão, Foguete, Bola de Fogo, Golem, Gigante, Mini P.E.K.K.A, Dragão, P.E.K.K.A",2344,2665
2076,3,3,3,Jogador_761,"Mago, Canhão, Cavalaria, Mini P.E.K.K.A, Golem, Gigante, Arqueiras, Bárbaros","Arqueiras, Bárbaros, Gigante, Cura, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A",3400,1996
2077,3,2,0,Jogador_923,"Golem, Foguete, Bola de Fogo, Arqueiras, Bárbaros, Cura, Gigante, Dragão","Canhão, Cura, P.E.K.K.A, Bárbaros, Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A",341,1166
2078,6,3,3,Jogador_48,"Gigante, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Mago, Arqueiras, Foguete","Foguete, Arqueiras, Gigante, Cura, Mago, Cavalaria, Dragão, Mini P.E.K.K.A",522,2224
2079,6,2,3,Jogador_600,"Arqueiras, Cavalaria, Cura, Bola de Fogo, Foguete, Mini P.E.K.K.A, Golem, Gigante","Gigante, Bola de Fogo, Foguete, Golem, Arqueiras, P.E.K.K.A, Bárbaros, Mago",1095,365
2080,8,0,1,Jogador_319,"P.E.K.K.A, Dragão, Mago, Gigante, Canhão, Bárbaros, Mini P.E.K.K.A, Bola de Fogo","Canhão, Gigante, Dragão, Cura, Cavalaria, Mini P.E.K.K.A, Arqueiras, Mago",3501,4880
2081,5,0,2,Jogador_411,"Arqueiras, Dragão, Mini P.E.K.K.A, Bárbaros, Cavalaria, P.E.K.K.A, Foguete, Cura","Canhão, Bárbaros, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Foguete, Gigante",650,1430
2082,7,0,1,Jogador_674,"Canhão, Golem, Gigante, Bola de Fogo, Cura, Mago, Foguete, Cavalaria","Mago, Bárbaros, Cura, Arqueiras, P.E.K.K.A, Foguete, Cavalaria, Mini P.E.K.K.A",3499,101
2083,5,3,3,Jogador_991,"Bárbaros, P.E.K.K.A, Foguete, Cura, Dragão, Golem, Mago, Gigante","Mago, Dragão, Golem, Foguete, Bola de Fogo, Canhão, Arqueiras, Cavalaria",1957,545
2084,7,1,2,Jogador_550,"Foguete, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Dragão, Arqueiras, Gigante, Cura","Mago, Bárbaros, Cura, Arqueiras, P.E.K.K.A, Foguete, Cavalaria, Mini P.E.K.K.A",2625,2449
2085,5,2,1,Jogador_972,"Foguete, Arqueiras, Gigante, Cavalaria, Canhão, Bárbaros, P.E.K.K.A, Mago","Bola de Fogo, Foguete, Bárbaros, Arqueiras, Gigante, Cavalaria, Mini P.E.K.K.A, Mago",1206,3215
2086,10,3,2,Jogador_640,"Dragão, Bola de Fogo, Arqueiras, Foguete, Mago, Mini P.E.K.K.A, Cura, Gigante","Canhão, Mini P.E.K.K.A, Cavalaria, Foguete, P.E.K.K.A, Mago, Bola de Fogo, Golem",757,2792
