nickname,tempo_de_jogo,trofeus,nivel,deck
Jogador_398,420.84,3209,1,"Cura, Mago, Golem, Canhão, Arqueiras, Foguete, P.E.K.K.A, Gigante"
Jogador_399,106.5,4562,4,"Dragão, Mago, Arqueiras, Canhão, Cura, Foguete, Gigante, Bola de Fogo"
Jogador_400,106.22,4984,4,"Mini P.E.K.K.A, Arqueiras, Gigante, Foguete, Bola de Fogo, P.E.K.K.A, Mago, Cura"
Jogador_401,371.26,1443,6,"Arqueiras, Golem, Foguete, Bola de Fogo, Canhão, Cura, Cavalaria, Mago"
Jogador_402,258.3,2713,4,"Golem, Cavalaria, Cura, Mini P.E.K.K.A, Bola de Fogo, Canhão, Foguete, Mago"
Jogador_403,59.21,2171,7,"P.E.K.K.A, Canhão, Foguete, Golem, Arqueiras, Mini P.E.K.K.A, Dragão, Bola de Fogo"
Jogador_404,407.62,800,5,"Bárbaros, Canhão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão, Cura"
Jogador_405,187.39,3123,10,"Bola de Fogo, Gigante, Cura, Arqueiras, Golem, Canhão, Mini P.E.K.K.A, Cavalaria"
Jogador_406,260.01,2327,6,"Dragão, Cavalaria, Gigante, Mago, Cura, Bárbaros, Arqueiras, Mini P.E.K.K.A"
Jogador_407,303.76,2423,9,"Dragão, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Cura, Cavalaria, Foguete, Arqueiras"
Jogador_408,252.54,2236,5,"Gigante, Arqueiras, Foguete, Canhão, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bola de Fogo"
Jogador_409,447.3,1501,7,"Mini P.E.K.K.A, Cavalaria, Gigante, P.E.K.K.A, Foguete, Golem, Cura, Canhão"
Jogador_410,89.23,2918,8,"P.E.K.K.A, Gigante, Dragão, Bola de Fogo, Mini P.E.K.K.A, Canhão, Cura, Bárbaros"
Jogador_411,154.67,2711,11,"Golem, Cura, Mini P.E.K.K.A, Arqueiras, P.E.K.K.A, Gigante, Canhão, Bola de Fogo"
Jogador_412,325.79,2341,10,"Bola de Fogo, Cavalaria, Cura, Foguete, Gigante, Dragão, Mago, Mini P.E.K.K.A"
Jogador_413,108.83,3736,5,"Arqueiras, Bárbaros, Dragão, P.E.K.K.A, Foguete, Cura, Golem, Mago"
Jogador_414,162.06,4290,6,"Cavalaria, Cura, Bárbaros, Canhão, Mini P.E.K.K.A, Bola de Fogo, Gigante, Golem"
Jogador_415,86.22,646,9,"Bárbaros, Gigante, Bola de Fogo, Foguete, Mini P.E.K.K.A, Canhão, Cavalaria, Golem"
Jogador_416,311.79,1109,1,"P.E.K.K.A, Mini P.E.K.K.A, Dragão, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Canhão"
Jogador_417,69.93,44,5,"Cavalaria, Cura, Mago, Gigante, P.E.K.K.A, Bárbaros, Canhão, Golem"
Jogador_418,84.77,2577,4,"P.E.K.K.A, Mini P.E.K.K.A, Cavalaria, Cura, Bárbaros, Golem, Canhão, Arqueiras"
Jogador_419,151.05,1044,11,"Dragão, Mini P.E.K.K.A, Arqueiras, Bárbaros, Golem, Gigante, Canhão, Mago"
Jogador_420,101.11,1150,1,"Dragão, Mago, P.E.K.K.A, Arqueiras, Bárbaros, Cavalaria, Foguete, Bola de Fogo"
Jogador_421,394.3,3982,11,"Gigante, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bárbaros, Dragão, Cavalaria, Foguete"
Jogador_422,497.75,942,8,"Bárbaros, Arqueiras, Golem, Bola de Fogo, Canhão, Mago, Gigante, Cavalaria"
Jogador_423,149.13,4348,3,"Arqueiras, Bola de Fogo, P.E.K.K.A, Dragão, Bárbaros, Gigante, Golem, Cavalaria"
Jogador_424,415.82,817,10,"Cura, Mini P.E.K.K.A, Bárbaros, Mago, P.E.K.K.A, Canhão, Golem, Arqueiras"
Jogador_425,80.42,2467,3,"Bárbaros, Cavalaria, Bola de Fogo, P.E.K.K.A, Cura, Mago, Foguete, Mini P.E.K.K.A"
Jogador_426,291.26,1613,8,"Bárbaros, Dragão, Gigante, Bola de Fogo, Cura, Mini P.E.K.K.A, Cavalaria, Mago"
Jogador_427,77.35,332,3,"Mago, Golem, Arqueiras, Dragão, Canhão, Foguete, Cavalaria, Mini P.E.K.K.A"
Jogador_428,446.4,2375,12,"Mago, Bárbaros, Arqueiras, Mini P.E.K.K.A, Dragão, Canhão, Cavalaria, Bola de Fogo"
Jogador_429,296.14,3718,12,"Mini P.E.K.K.A, Cavalaria, Gigante, Cura, Bárbaros, Golem, P.E.K.K.A, Canhão"
Jogador_430,112.11,957,6,"Mago, Golem, Bárbaros, Foguete, Arqueiras, Canhão, Bola de Fogo, Cura"
Jogador_431,377.86,1497,6,"Canhão, Bola de Fogo, Foguete, Golem, P.E.K.K.A, Mini P.E.K.K.A, Cavalaria, Dragão"
Jogador_432,308.09,2562,10,"Cura, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Cavalaria, Bárbaros, Foguete, Gigante"
Jogador_433,332.56,3500,13,"Bárbaros, Canhão, Arqueiras, Mago, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão"
Jogador_434,427.98,821,13,"Cura, Bárbaros, Bola de Fogo, Mago, Cavalaria, Canhão, Foguete, Arqueiras"
Jogador_435,180.29,3389,1,"Cavalaria, Gigante, Mini P.E.K.K.A, Canhão, P.E.K.K.A, Cura, Foguete, Bola de Fogo"
Jogador_436,306.68,459,11,"Mago, Bola de Fogo, Gigante, Cavalaria, Dragão, Arqueiras, Golem, Bárbaros"
Jogador_437,330.91,488,8,"Mini P.E.K.K.A, Mago, Canhão, Cura, Golem, Cavalaria, Foguete, Bola de Fogo"
Jogador_438,104.01,2453,6,"Gigante, Bárbaros, Mini P.E.K.K.A, Canhão, Dragão, P.E.K.K.A, Arqueiras, Golem"
Jogador_439,63.9,4045,12,"Cavalaria, Golem, Bola de Fogo, Foguete, Bárbaros, Mini P.E.K.K.A, Mago, Dragão"
Jogador_440,361.07,731,10,"Foguete, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Dragão, Arqueiras, Gigante, Cura"
Jogador_441,126.54,3546,11,"Foguete, Cura, Mini P.E.K.K.A, P.E.K.K.A, Dragão, Gigante, Bola de Fogo, Mago"
Jogador_442,404.56,3353,4,"Canhão, Mini P.E.K.K.A, Cavalaria, Foguete, P.E.K.K.A, Mago, Bola de Fogo, Golem"
Jogador_443,351.65,3705,4,"Mini P.E.K.K.A, Arqueiras, Dragão, Bárbaros, Cura, Gigante, Bola de Fogo, Canhão"
Jogador_444,324.15,917,3,"Bola de Fogo, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Bárbaros, Dragão, Golem"
Jogador_445,55.9,4723,9,"Golem, Canhão, Cura, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Mago"
Jogador_446,24.06,4012,10,"Golem, Bárbaros, Foguete, Canhão, Bola de Fogo, Cura, Gigante, Dragão"
Jogador_447,240.44,1502,6,"Cavalaria, Dragão, Arqueiras, Golem, Bola de Fogo, Foguete, Mago, P.E.K.K.A"
Jogador_448,494.49,3370,1,"Golem, Bárbaros, Bola de Fogo, Cavalaria, Gigante, Cura, Foguete, Dragão"
Jogador_449,300.18,1933,3,"Canhão, Cura, Mini P.E.K.K.A, Dragão, P.E.K.K.A, Gigante, Foguete, Golem"
Jogador_450,78.1,4771,12,"Dragão, Gigante, Canhão, Arqueiras, Cavalaria, P.E.K.K.A, Mini P.E.K.K.A, Mago"
Jogador_451,413.01,2560,2,"Mago, Canhão, Cavalaria, Bárbaros, Golem, Bola de Fogo, Gigante, Cura"
Jogador_452,49.55,2403,11,"Cavalaria, Arqueiras, Canhão, Bola de Fogo, Mago, Dragão, Gigante, Mini P.E.K.K.A"
Jogador_453,393.52,2651,12,"Cura, Gigante, Mini P.E.K.K.A, Foguete, Bola de Fogo, Cavalaria, Golem, Dragão"
Jogador_454,327.62,3230,13,"Arqueiras, Cavalaria, Mago, Cura, Canhão, P.E.K.K.A, Golem, Bola de Fogo"
Jogador_455,28.81,3573,13,"Foguete, Dragão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Golem, Bola de Fogo, Gigante"
Jogador_456,63.42,1227,7,"Mago, Mini P.E.K.K.A, Canhão, Cura, P.E.K.K.A, Bola de Fogo, Golem, Cavalaria"
Jogador_457,427.04,3347,1,"Cura, Bárbaros, Dragão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Golem, Mago"
Jogador_458,474.24,3706,2,"P.E.K.K.A, Cavalaria, Mini P.E.K.K.A, Mago, Gigante, Golem, Dragão, Cura"
Jogador_459,171.55,2539,9,"Canhão, Arqueiras, Gigante, Bola de Fogo, Cura, P.E.K.K.A, Cavalaria, Dragão"
Jogador_460,272.48,2354,6,"Cura, Cavalaria, Mini P.E.K.K.A, Bárbaros, Gigante, Golem, P.E.K.K.A, Foguete"
Jogador_461,291.49,727,7,"Cura, Foguete, Gigante, P.E.K.K.A, Golem, Cavalaria, Bola de Fogo, Mini P.E.K.K.A"
Jogador_462,295.25,215,3,"Foguete, Bola de Fogo, Dragão, Gigante, Cavalaria, Canhão, Mini P.E.K.K.A, Arqueiras"
Jogador_463,235.25,3341,9,"Arqueiras, Cavalaria, Canhão, Foguete, Gigante, Golem, Dragão, Bola de Fogo"
Jogador_464,403.36,757,6,"Arqueiras, Dragão, Bola de Fogo, Canhão, Mini P.E.K.K.A, Mago, Gigante, Foguete"
Jogador_465,19.1,2156,3,"Mago, Golem, Cavalaria, Mini P.E.K.K.A, Dragão, Canhão, P.E.K.K.A, Arqueiras"
Jogador_466,221.42,614,4,"Canhão, Bola de Fogo, Arqueiras, Cura, Gigante, Foguete, Bárbaros, Mago"
Jogador_467,437.17,3631,11,"Bola de Fogo, Canhão, Foguete, Gigante, Mago, Mini P.E.K.K.A, Dragão, Cavalaria"
Jogador_468,199.57,3597,9,"Bola de Fogo, Canhão, Foguete, Cavalaria, Arqueiras, Cura, Mini P.E.K.K.A, Gigante"
Jogador_469,48.87,2189,3,"Canhão, Golem, Bárbaros, Cavalaria, Mago, Dragão, Cura, Gigante"
Jogador_470,204.91,1364,11,"Foguete, Dragão, Canhão, Bola de Fogo, Arqueiras, Mago, Golem, Gigante"
Jogador_471,232.78,1375,3,"Cura, Mini P.E.K.K.A, Arqueiras, Mago, Dragão, Canhão, P.E.K.K.A, Foguete"
Jogador_472,311.42,346,13,"Cura, Dragão, Arqueiras, Mago, Golem, Bárbaros, Foguete, P.E.K.K.A"
Jogador_473,254.9,4668,10,"Bárbaros, Foguete, Dragão, Gigante, Cavalaria, Cura, Golem, Canhão"
Jogador_474,199.36,2374,2,"Golem, Cura, Canhão, Mago, Bola de Fogo, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros"
Jogador_475,303.79,4504,2,"Canhão, Foguete, Bola de Fogo, Gigante, Golem, Mago, P.E.K.K.A, Dragão"
Jogador_476,488.36,4122,11,"Cura, Bola de Fogo, Dragão, Arqueiras, Golem, Gigante, Bárbaros, Canhão"
Jogador_477,452.72,12,13,"Bola de Fogo, Dragão, Cura, Bárbaros, Gigante, Golem, Foguete, Canhão"
Jogador_478,409.16,2320,3,"Mini P.E.K.K.A, Golem, Gigante, P.E.K.K.A, Arqueiras, Canhão, Bola de Fogo, Cura"
Jogador_479,292.43,3796,13,"P.E.K.K.A, Bárbaros, Golem, Foguete, Cavalaria, Mago, Cura, Arqueiras"
Jogador_480,454.48,3262,12,"Mini P.E.K.K.A, Bola de Fogo, Arqueiras, Bárbaros, Mago, Foguete, Canhão, Golem"
Jogador_481,68.03,311,13,"Foguete, Bola de Fogo, Cura, Cavalaria, Arqueiras, Bárbaros, Mago, Mini P.E.K.K.A"
Jogador_482,72.33,1665,3,"Cavalaria, P.E.K.K.A, Golem, Bárbaros, Gigante, Arqueiras, Bola de Fogo, Cura"
Jogador_483,424.88,3870,7,"Arqueiras, Golem, Gigante, Foguete, Cura, Bola de Fogo, Mini P.E.K.K.A, Mago"
Jogador_484,461.12,4772,13,"Cura, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Golem, Foguete, Cavalaria"
Jogador_485,131.09,1602,1,"Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante, Cavalaria, Mago"
Jogador_486,91.57,349,4,"Foguete, Golem, P.E.K.K.A, Cavalaria, Canhão, Bola de Fogo, Cura, Bárbaros"
Jogador_487,424.64,3979,5,"Foguete, Canhão, Dragão, Mago, Bola de Fogo, Cavalaria, Bárbaros, Gigante"
Jogador_488,438.31,1461,2,"Foguete, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Gigante, Dragão"
Jogador_489,482.09,3471,8,"Arqueiras, Cura, Dragão, Bárbaros, Bola de Fogo, Foguete, Golem, Gigante"
Jogador_490,378.83,465,5,"Canhão, Mago, Foguete, Mini P.E.K.K.A, Bárbaros, Gigante, Cura, P.E.K.K.A"
Jogador_491,99.4,542,9,"P.E.K.K.A, Mago, Gigante, Golem, Bola de Fogo, Cavalaria, Arqueiras, Canhão"
Jogador_492,56.85,195,12,"Bárbaros, Dragão, Mago, Arqueiras, Golem, Bola de Fogo, Gigante, Cavalaria"
Jogador_493,242.65,820,11,"Mago, Arqueiras, P.E.K.K.A, Dragão, Cura, Mini P.E.K.K.A, Foguete, Bola de Fogo"
Jogador_494,203.37,2352,5,"Mago, Cura, Gigante, Arqueiras, P.E.K.K.A, Foguete, Golem, Bárbaros"
Jogador_495,67.91,3796,9,"Mini P.E.K.K.A, Arqueiras, Cura, Canhão, Bárbaros, Foguete, Golem, P.E.K.K.A"
Jogador_496,179.21,2579,2,"Mini P.E.K.K.A, Bárbaros, Arqueiras, Foguete, Mago, Canhão, Dragão, Cura"
Jogador_497,104.08,3891,8,"Arqueiras, Golem, Bárbaros, Gigante, P.E.K.K.A, Bola de Fogo, Canhão, Dragão"
Jogador_498,170.73,4258,13,"Gigante, Mini P.E.K.K.A, Bola de Fogo, Canhão, Foguete, Golem, P.E.K.K.A, Arqueiras"
Jogador_499,395.15,597,1,"Gigante, Golem, Dragão, Foguete, Mini P.E.K.K.A, Arqueiras, Cura, Bola de Fogo"
Jogador_500,315.25,75,4,"Cavalaria, Mago, Dragão, Arqueiras, Mini P.E.K.K.A, Cura, P.E.K.K.A, Golem"
Jogador_501,24.53,4849,12,"Mago, Cura, Arqueiras, Golem, Foguete, Bola de Fogo, Gigante, Bárbaros"
Jogador_502,332.25,4714,12,"Arqueiras, Mini P.E.K.K.A, Golem, Bola de Fogo, Mago, P.E.K.K.A, Foguete, Dragão"
Jogador_503,379.7,4337,9,"Canhão, Mago, Arqueiras, Golem, Foguete, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros"
Jogador_504,466.65,4001,10,"Arqueiras, Dragão, Cavalaria, Mini P.E.K.K.A, Mago, Gigante, P.E.K.K.A, Cura"
Jogador_505,329.73,2046,3,"Mini P.E.K.K.A, Bola de Fogo, Bárbaros, Canhão, Gigante, Dragão, Cavalaria, Cura"
Jogador_506,347.82,954,8,"Golem, Arqueiras, Cura, Foguete, Canhão, Cavalaria, Gigante, Mago"
Jogador_507,119.93,1150,11,"Canhão, Arqueiras, Cavalaria, Mago, Bárbaros, Mini P.E.K.K.A, Gigante, Foguete"
Jogador_508,194.64,233,5,"Arqueiras, Bárbaros, Golem, Canhão, Mago, Bola de Fogo, Cavalaria, Cura"
Jogador_509,170.82,235,6,"Foguete, Cavalaria, Golem, Mago, Bola de Fogo, Gigante, Arqueiras, P.E.K.K.A"
Jogador_510,13.95,4307,7,"Bola de Fogo, Golem, P.E.K.K.A, Mago, Cura, Dragão, Gigante, Foguete"
Jogador_511,31.78,4917,6,"Foguete, Golem, Canhão, Bárbaros, Gigante, Arqueiras, Cavalaria, Cura"
Jogador_512,211.41,1506,9,"Dragão, Bola de Fogo, Golem, Gigante, Mini P.E.K.K.A, Mago, Bárbaros, Arqueiras"
Jogador_513,313.13,4635,1,"Golem, Bola de Fogo, Canhão, Dragão, Cura, Gigante, Cavalaria, Mini P.E.K.K.A"
Jogador_514,255.7,2972,1,"Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, P.E.K.K.A, Foguete, Arqueiras, Cura"
Jogador_515,355.25,4616,2,"Cura, Foguete, Golem, P.E.K.K.A, Dragão, Gigante, Mini P.E.K.K.A, Bárbaros"
Jogador_516,413.3,560,11,"P.E.K.K.A, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Canhão, Dragão, Foguete, Cavalaria"
Jogador_517,184.28,1030,8,"Canhão, Cura, Bola de Fogo, Gigante, P.E.K.K.A, Mini P.E.K.K.A, Cavalaria, Golem"
Jogador_518,272.2,3145,3,"Dragão, Bárbaros, Canhão, Gigante, Cavalaria, Mago, Foguete, Arqueiras"
Jogador_519,35.31,1707,7,"Mago, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo, Foguete, Dragão, Gigante, Canhão"
Jogador_520,305.85,4793,6,"Cura, P.E.K.K.A, Mini P.E.K.K.A, Mago, Foguete, Gigante, Cavalaria, Dragão"
Jogador_521,209.33,2719,11,"P.E.K.K.A, Mini P.E.K.K.A, Gigante, Mago, Cavalaria, Bárbaros, Bola de Fogo, Cura"
Jogador_522,322.36,3492,9,"Cavalaria, Gigante, Dragão, Mago, Bola de Fogo, Bárbaros, Golem, Mini P.E.K.K.A"
Jogador_523,489.62,459,1,"Bola de Fogo, Arqueiras, Bárbaros, Mini P.E.K.K.A, Mago, Cavalaria, Canhão, Dragão"
Jogador_524,479.98,3985,11,"Bola de Fogo, Dragão, Mago, Cavalaria, Cura, Arqueiras, P.E.K.K.A, Foguete"
Jogador_525,150.01,969,1,"Mini P.E.K.K.A, P.E.K.K.A, Arqueiras, Foguete, Golem, Dragão, Cura, Bárbaros"
Jogador_526,286.5,609,2,"Mago, Golem, Cavalaria, Dragão, Cura, Bárbaros, Arqueiras, Gigante"
Jogador_527,94.89,4219,8,"Mago, Gigante, Mini P.E.K.K.A, Foguete, Cura, P.E.K.K.A, Bola de Fogo, Bárbaros"
Jogador_528,281.54,4173,5,"Foguete, Bola de Fogo, Bárbaros, Cavalaria, Canhão, Dragão, Cura, Arqueiras"
Jogador_529,421.92,2939,1,"Bárbaros, Canhão, Bola de Fogo, Mago, P.E.K.K.A, Arqueiras, Foguete, Cavalaria"
Jogador_530,133.23,470,10,"Foguete, Gigante, Canhão, Bola de Fogo, Mini P.E.K.K.A, Cura, P.E.K.K.A, Dragão"
Jogador_531,399.54,3232,10,"Mini P.E.K.K.A, Arqueiras, Dragão, Bárbaros, Bola de Fogo, Canhão, Mago, Cavalaria"
Jogador_532,339.33,2012,9,"Cavalaria, Dragão, Golem, Canhão, Bola de Fogo, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A"
Jogador_533,194.57,406,1,"Bola de Fogo, Canhão, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Gigante, Foguete"
Jogador_534,383.37,2441,13,"Cavalaria, Cura, Foguete, Mago, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão"
Jogador_535,246.97,3160,2,"Bárbaros, Dragão, Cura, Mago, P.E.K.K.A, Gigante, Canhão, Golem"
Jogador_536,62.24,1936,11,"P.E.K.K.A, Golem, Bárbaros, Foguete, Dragão, Bola de Fogo, Gigante, Mini P.E.K.K.A"
Jogador_537,87.2,2177,7,"Bárbaros, Golem, Cura, Mago, Foguete, Cavalaria, Dragão, Gigante"
Jogador_538,35.97,3868,11,"Cavalaria, Bola de Fogo, Cura, Canhão, Bárbaros, Golem, Mago, Mini P.E.K.K.A"
Jogador_539,214.83,1812,5,"Cavalaria, Gigante, Canhão, Golem, Mago, Mini P.E.K.K.A, Bárbaros, Dragão"
Jogador_540,193.42,2499,6,"Dragão, Mago, Foguete, Arqueiras, P.E.K.K.A, Canhão, Bárbaros, Cavalaria"
Jogador_541,333.39,4386,8,"Mago, Golem, Mini P.E.K.K.A, P.E.K.K.A, Cura, Foguete, Gigante, Dragão"
Jogador_542,28.44,2598,3,"Cavalaria, Arqueiras, Mini P.E.K.K.A, Dragão, Canhão, Gigante, P.E.K.K.A, Cura"
Jogador_543,95.74,27,4,"Bárbaros, P.E.K.K.A, Arqueiras, Golem, Bola de Fogo, Mini P.E.K.K.A, Dragão, Gigante"
Jogador_544,13.88,3029,4,"Dragão, Gigante, Cavalaria, Bola de Fogo, Mini P.E.K.K.A, Mago, Bárbaros, P.E.K.K.A"
Jogador_545,226.17,2979,8,"Bárbaros, Golem, Canhão, Foguete, Bola de Fogo, P.E.K.K.A, Gigante, Mago"
Jogador_546,460.67,1395,1,"Bola de Fogo, Cavalaria, Cura, Dragão, Golem, Arqueiras, Foguete, Bárbaros"
Jogador_547,176.3,761,10,"Gigante, Canhão, Bárbaros, P.E.K.K.A, Mago, Foguete, Arqueiras, Cura"
Jogador_548,328.54,3592,7,"P.E.K.K.A, Dragão, Bola de Fogo, Arqueiras, Foguete, Gigante, Bárbaros, Mago"
Jogador_549,256.95,41,11,"Cavalaria, Canhão, Golem, Bola de Fogo, Arqueiras, Gigante, Mago, Cura"
Jogador_550,95.47,2852,13,"Bola de Fogo, Mini P.E.K.K.A, Canhão, Golem, Dragão, Bárbaros, Foguete, Arqueiras"
Jogador_551,431.92,1360,2,"Mago, Gigante, Cura, Mini P.E.K.K.A, Golem, Canhão, Arqueiras, P.E.K.K.A"
Jogador_552,16.48,706,1,"Canhão, P.E.K.K.A, Golem, Bola de Fogo, Foguete, Arqueiras, Cura, Cavalaria"
Jogador_553,186.11,196,3,"Mini P.E.K.K.A, Golem, Cavalaria, Cura, Gigante, Mago, Bola de Fogo, Bárbaros"
Jogador_554,239.88,3057,13,"Dragão, Cura, Gigante, Bola de Fogo, Arqueiras, Cavalaria, Canhão, Bárbaros"
Jogador_555,469.87,1136,12,"Bola de Fogo, Arqueiras, P.E.K.K.A, Dragão, Foguete, Mini P.E.K.K.A, Gigante, Bárbaros"
Jogador_556,240.74,2831,9,"Golem, Cavalaria, Mini P.E.K.K.A, Dragão, Arqueiras, Canhão, Gigante, Mago"
Jogador_557,232.55,4288,1,"Bárbaros, Cura, Mago, Arqueiras, Dragão, P.E.K.K.A, Canhão, Foguete"
Jogador_558,275.96,2685,5,"Arqueiras, Bárbaros, Gigante, Cura, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A"
Jogador_559,341.04,3309,13,"Bola de Fogo, Arqueiras, P.E.K.K.A, Canhão, Mago, Cura, Mini P.E.K.K.A, Gigante"
Jogador_560,195.69,550,2,"Gigante, Bola de Fogo, Mini P.E.K.K.A, Cura, Mago, Bárbaros, Arqueiras, Cavalaria"
Jogador_561,285.7,3899,13,"Bola de Fogo, Cura, P.E.K.K.A, Foguete, Dragão, Gigante, Arqueiras, Canhão"
Jogador_562,497.77,483,7,"Golem, Foguete, Mini P.E.K.K.A, Cavalaria, Mago, Bola de Fogo, Gigante, Canhão"
Jogador_563,151.71,1512,8,"Bola de Fogo, Canhão, Bárbaros, Gigante, Golem, Mago, Foguete, Cavalaria"
Jogador_564,320.87,3506,2,"Arqueiras, Cura, Cavalaria, Gigante, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A"
Jogador_565,400.36,2541,3,"Cavalaria, Bárbaros, Mago, Mini P.E.K.K.A, Arqueiras, Gigante, P.E.K.K.A, Cura"
Jogador_566,194.67,2607,12,"Mini P.E.K.K.A, Canhão, Golem, Gigante, Arqueiras, Mago, Cavalaria, Cura"
Jogador_567,41.47,4693,12,"Gigante, Canhão, Bola de Fogo, Golem, Dragão, Arqueiras, Foguete, Mini P.E.K.K.A"
Jogador_568,294.34,4189,11,"Gigante, Mini P.E.K.K.A, Bárbaros, Golem, Canhão, Cura, Bola de Fogo, Dragão"
Jogador_569,31.06,2416,12,"Arqueiras, Mago, Bárbaros, Cura, Canhão, Golem, Dragão, Gigante"
Jogador_570,280.39,2158,11,"Mago, Foguete, Golem, P.E.K.K.A, Mini P.E.K.K.A, Arqueiras, Canhão, Dragão"
Jogador_571,95.06,3473,11,"Mini P.E.K.K.A, Golem, Arqueiras, Gigante, Canhão, Cura, P.E.K.K.A, Foguete"
Jogador_572,129.91,2941,13,"Cavalaria, Gigante, Bola de Fogo, Mago, Dragão, Canhão, Bárbaros, Golem"
Jogador_573,318.51,4523,1,"P.E.K.K.A, Bola de Fogo, Canhão, Dragão, Cavalaria, Bárbaros, Arqueiras, Foguete"
Jogador_574,54.94,3012,5,"Golem, Foguete, Mini P.E.K.K.A, Bárbaros, Arqueiras, Dragão, Cavalaria, Mago"
Jogador_575,60.18,276,1,"Bola de Fogo, Golem, Canhão, P.E.K.K.A, Bárbaros, Mago, Dragão, Arqueiras"
Jogador_576,191.08,474,10,"Dragão, Golem, Arqueiras, Canhão, Bola de Fogo, Bárbaros, P.E.K.K.A, Mini P.E.K.K.A"
Jogador_577,143.25,1904,2,"Mini P.E.K.K.A, Golem, P.E.K.K.A, Arqueiras, Gigante, Foguete, Mago, Canhão"
Jogador_578,152.62,107,5,"Mini P.E.K.K.A, Bárbaros, Foguete, Cavalaria, Gigante, Arqueiras, Bola de Fogo, Golem"
Jogador_579,380.96,4258,12,"Mago, Canhão, Foguete, Arqueiras, Bárbaros, Bola de Fogo, Cura, Gigante"
Jogador_580,201.42,522,7,"Foguete, Canhão, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Golem, Bola de Fogo, Mago"
Jogador_581,94.27,1736,11,"Gigante, Cavalaria, Foguete, Cura, Dragão, Mago, Mini P.E.K.K.A, Bola de Fogo"
Jogador_582,307.98,4419,7,"Canhão, Cavalaria, Mago, Dragão, Foguete, P.E.K.K.A, Arqueiras, Golem"
Jogador_583,405.97,3590,5,"Cura, Bola de Fogo, P.E.K.K.A, Bárbaros, Arqueiras, Cavalaria, Canhão, Dragão"
Jogador_584,249.97,244,10,"P.E.K.K.A, Cura, Cavalaria, Mago, Foguete, Arqueiras, Golem, Bárbaros"
Jogador_585,47.43,602,13,"Canhão, Bola de Fogo, Mago, Gigante, Foguete, Cavalaria, Cura, Dragão"
Jogador_586,257.83,84,2,"Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Bárbaros, Cura, Arqueiras, Foguete, Mago"
Jogador_587,267.65,2322,5,"P.E.K.K.A, Gigante, Bárbaros, Dragão, Arqueiras, Cura, Mini P.E.K.K.A, Bola de Fogo"
Jogador_588,146.22,1689,7,"P.E.K.K.A, Canhão, Bárbaros, Foguete, Mini P.E.K.K.A, Golem, Bola de Fogo, Mago"
Jogador_589,378.77,3120,1,"Cavalaria, Mago, Canhão, Cura, Dragão, Golem, Arqueiras, Gigante"
Jogador_590,389.02,46,13,"Dragão, Foguete, Canhão, Bola de Fogo, P.E.K.K.A, Cura, Golem, Mini P.E.K.K.A"
Jogador_591,206.09,4984,4,"Dragão, Gigante, Canhão, Foguete, Cavalaria, Arqueiras, P.E.K.K.A, Mago"
Jogador_592,437.95,4011,6,"Arqueiras, Gigante, Dragão, Cavalaria, Bola de Fogo, Bárbaros, Golem, Cura"
Jogador_593,490.72,535,12,"Foguete, Canhão, P.E.K.K.A, Bárbaros, Cura, Mago, Gigante, Dragão"
Jogador_594,212.41,2011,8,"Gigante, P.E.K.K.A, Mago, Bola de Fogo, Cura, Canhão, Arqueiras, Bárbaros"
Jogador_595,289.83,4924,6,"Cavalaria, Bola de Fogo, Dragão, Foguete, Golem, Mini P.E.K.K.A, Gigante, Canhão"
Jogador_596,115.08,512,10,"Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Canhão, P.E.K.K.A, Foguete, Mago, Dragão"
