id_batalha,data,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
480,2023-04-04 14:03:36.011607,4.26,1,2,Player0239,"Mosqueteira, Executor, Coletor de Elixir, Veneno, Torre de Bombas, Mini P.E.K.K.A, Cabana de Bárbaros, Bola de Fogo","Cavaleiro, Fornalha, Torre Inferno, Mago de Gelo, Zap, P.E.K.K.A, Bárbaros, Canhão",4278,4755
481,2023-12-06 01:38:33.944992,3.96,2,0,Player0937,"Cabana de Bárbaros, Cabana de Goblins, Mosqueteira, Golem, Executor, Zap, Lápide, Fornalha","Fornalha, Mosqueteira, Coletor de Elixir, Torre de Bombas, Mega Servo, Cabana de Goblins, Bárbaros, Canhão",3485,2094
482,2023-02-04 00:18:14.847827,4.11,1,0,Player0935,"Dragão Bebê, Cabana de Goblins, Mago de Gelo, Mosqueteira, Príncipe, Bruxa, Cavaleiro, Fúria","Fúria, Bola de Fogo, Mosqueteira, Mega Servo, Relâmpago, Veneno, Golem, Torre Inferno",2612,5698
483,2023-10-30 13:39:42.391775,3.78,1,1,Player0163,"Lápide, Descarga, Mega Servo, Fornalha, Arqueiras, Zap, Golem, P.E.K.K.A","Bárbaros, Cabana de Goblins, Mago, Mini P.E.K.K.A, Bruxa, Arqueiras, Mago de Gelo, Relâmpago",5829,4569
484,2023-01-19 07:43:14.409125,3.67,1,2,Player0864,"Gigante, Cavaleiro, Mago, Bola de Fogo, Lápide, Fornalha, Torre Inferno, Corredor","Cabana de Bárbaros, Dragão Bebê, Fornalha, Fúria, Bárbaros, Bola de Fogo, Veneno, Tornado",2020,2152
485,2023-05-31 17:51:19.957710,4.26,1,2,Player0401,"Bruxa, Coletor de Elixir, Dragão Bebê, Gigante, Descarga, Cavaleiro, Executor, Mini P.E.K.K.A","Coletor de Elixir, Cabana de Goblins, Torre de Bombas, Bola de Fogo, Torre Inferno, Gigante, Mago, Zap",3032,5446
486,2023-05-13 21:10:41.974768,1.6,1,2,Player0023,"Mago, Descarga, Cabana de Bárbaros, Canhão, Torre Inferno, Relâmpago, Tornado, Príncipe","Tornado, Bola de Fogo, Arqueiras, Cavaleiro, Mega Servo, Príncipe, Fornalha, Torre de Bombas",3659,4440
487,2023-05-07 02:39:43.752291,4.51,2,0,Player0703,"Relâmpago, Bola de Fogo, Mago, Arqueiras, Tornado, Descarga, Corredor, Bárbaros","Fornalha, Canhão, Tornado, Mago, Bruxa, Gigante, Bola de Fogo, Torre Inferno",5144,3223
488,2023-11-24 23:42:25.717325,2.94,1,0,Player0731,"Bola de Fogo, Mago de Gelo, Gigante, Golem, Cabana de Goblins, Zap, Descarga, Cabana de Bárbaros","Gigante, Mini P.E.K.K.A, Coletor de Elixir, Cabana de Bárbaros, Golem, Cavaleiro, Fúria, Torre de Bombas",2319,3215
489,2023-01-12 13:46:41.728992,3.06,2,1,Player0039,"Dragão Bebê, Bárbaros, Príncipe, Mago de Gelo, Cavaleiro, Zap, Cabana de Bárbaros, Descarga","Dragão Bebê, Tornado, Torre Inferno, Arqueiras, Descarga, Mago, Gigante, Fornalha",3438,4240
490,2023-04-20 06:06:00.041850,3.92,3,2,Player0163,"Lápide, Descarga, Mega Servo, Fornalha, Arqueiras, Zap, Golem, P.E.K.K.A","Torre de Bombas, P.E.K.K.A, Descarga, Golem, Mini P.E.K.K.A, Veneno, Zap, Mago",5829,3308
491,2023-03-08 00:23:21.417403,2.06,2,1,Player0831,"Canhão, Bárbaros, Dragão Bebê, Torre Inferno, Coletor de Elixir, Príncipe, P.E.K.K.A, Cavaleiro","Bola de Fogo, Tornado, Mago, Cavaleiro, Cabana de Bárbaros, Bruxa, Corredor, Golem",5581,2214
492,2023-09-01 21:03:40.833253,4.42,1,1,Player0909,"Cavaleiro, P.E.K.K.A, Príncipe, Descarga, Mosqueteira, Golem, Coletor de Elixir, Cabana de Goblins","Bola de Fogo, Cavaleiro, Mago, Dragão Bebê, Canhão, Gigante, Bárbaros, Cabana de Bárbaros",2291,3103
493,2023-10-11 18:11:23.611346,2.6,2,1,Player0910,"Coletor de Elixir, Cabana de Goblins, Bárbaros, Bruxa, Mega Servo, Cavaleiro, Mago, Lápide","Arqueiras, Fúria, Lápide, Torre de Bombas, Corredor, Bola de Fogo, Gigante, Cavaleiro",3394,5300
494,2023-10-15 02:52:45.423403,2.0,1,1,Player0041,"Golem, Torre de Bombas, Canhão, Cabana de Goblins, Príncipe, Tornado, Lápide, Veneno","Arqueiras, Mosqueteira, Coletor de Elixir, Príncipe, Gigante, Golem, Mini P.E.K.K.A, Lápide",2648,2250
495,2023-07-29 15:20:36.668358,4.29,1,1,Player0491,"Torre Inferno, Coletor de Elixir, Mago de Gelo, Tornado, Bola de Fogo, Gigante, Fornalha, Mosqueteira","Torre de Bombas, Descarga, Mosqueteira, Arqueiras, Zap, Mega Servo, Mago, Bruxa",2548,3434
496,2023-01-10 22:05:17.000542,2.26,1,1,Player0639,"Golem, Relâmpago, Descarga, Canhão, Veneno, Lápide, Bruxa, Arqueiras","Fúria, Executor, Fornalha, Torre Inferno, Bruxa, Canhão, Bola de Fogo, Descarga",2966,2115
497,2023-02-05 14:02:29.487782,1.95,1,2,Player0523,"Fúria, Cavaleiro, Fornalha, Bárbaros, Mago, Mega Servo, Cabana de Bárbaros, Arqueiras","Relâmpago, Zap, Mini P.E.K.K.A, Corredor, Cabana de Goblins, Fornalha, Arqueiras, Dragão Bebê",3288,3405
498,2023-02-02 01:16:12.603336,3.44,0,2,Player0015,"Mini P.E.K.K.A, Fornalha, P.E.K.K.A, Gigante, Cavaleiro, Veneno, Mega Servo, Bola de Fogo","Dragão Bebê, Canhão, Veneno, Cabana de Bárbaros, Lápide, Mago de Gelo, Corredor, P.E.K.K.A",5851,4840
499,2023-11-05 04:22:59.443915,1.86,2,1,Player0804,"Corredor, Veneno, Cabana de Bárbaros, Mega Servo, Coletor de Elixir, Torre Inferno, Cavaleiro, Gigante","Torre de Bombas, Cavaleiro, Tornado, Corredor, Bola de Fogo, Descarga, Arqueiras, Fúria",2624,3881
500,2023-10-09 22:06:20.953129,2.79,2,2,Player0201,"Torre de Bombas, Fúria, Bruxa, Cabana de Goblins, Veneno, Tornado, Cavaleiro, Mini P.E.K.K.A","Fornalha, Torre de Bombas, Cabana de Goblins, Mini P.E.K.K.A, Coletor de Elixir, Mago de Gelo, Torre Inferno, Bárbaros",2207,4198
501,2023-05-05 23:58:10.830963,4.73,2,3,Player0437,"Veneno, Mini P.E.K.K.A, Príncipe, Relâmpago, Corredor, Fornalha, Fúria, Coletor de Elixir","Arqueiras, Mago, Fúria, Fornalha, Tornado, Mini P.E.K.K.A, Corredor, Veneno",2309,3176
502,2023-05-08 18:12:29.249678,1.85,1,0,Player0616,"Executor, Mago de Gelo, Cabana de Goblins, Arqueiras, Golem, Corredor, Bruxa, Descarga","Bruxa, Relâmpago, Mago de Gelo, Fúria, Bárbaros, Tornado, Corredor, Arqueiras",2979,3467
503,2023-12-01 01:15:08.520218,3.74,1,2,Player0286,"Príncipe, Zap, Gigante, Executor, Lápide, Mago, Torre Inferno, Coletor de Elixir","Gigante, P.E.K.K.A, Golem, Corredor, Príncipe, Veneno, Cabana de Goblins, Coletor de Elixir",3898,2432
504,2023-10-18 14:50:42.473863,4.79,2,1,Player0011,"Torre Inferno, Cavaleiro, Relâmpago, Zap, Bárbaros, Corredor, Descarga, Lápide","Zap, Tornado, Mosqueteira, Cabana de Goblins, Príncipe, Mago de Gelo, Dragão Bebê, Lápide",4335,3613
505,2023-11-25 10:33:26.731890,3.29,3,1,Player0637,"Veneno, Mini P.E.K.K.A, Príncipe, Relâmpago, Corredor, Fornalha, Fúria, Coletor de Elixir","Executor, Canhão, Coletor de Elixir, Gigante, Fúria, Cabana de Goblins, Corredor, Cabana de Bárbaros",2309,5795
506,2023-08-06 06:42:50.827395,4.34,3,2,Player0852,"Descarga, Bárbaros, Mago, Torre Inferno, Arqueiras, Fornalha, Mini P.E.K.K.A, Corredor","Torre Inferno, Coletor de Elixir, Mago de Gelo, Tornado, Bola de Fogo, Gigante, Fornalha, Mosqueteira",5609,2548
507,2023-01-13 15:34:37.120366,2.89,2,3,Player0686,"Corredor, Fornalha, Cabana de Goblins, Torre Inferno, Bola de Fogo, Gigante, Tornado, Golem","Golem, Arqueiras, Executor, Veneno, Coletor de Elixir, Mega Servo, Lápide, Mosqueteira",3612,2573
508,2023-12-10 05:26:27.170675,2.19,0,3,Player0082,"Executor, Descarga, Mago de Gelo, Torre Inferno, Golem, P.E.K.K.A, Cabana de Goblins, Príncipe","Arqueiras, Bárbaros, Fornalha, Descarga, P.E.K.K.A, Torre Inferno, Veneno, Canhão",2871,2212
509,2023-12-08 01:36:25.963485,1.75,2,1,Player0779,"Golem, Cabana de Goblins, Corredor, Canhão, Bola de Fogo, Tornado, Coletor de Elixir, Mega Servo","Coletor de Elixir, Cabana de Bárbaros, Torre de Bombas, Bola de Fogo, Príncipe, Tornado, Cabana de Goblins, Lápide",2180,3306
510,2023-12-31 20:58:57.714532,2.39,0,1,Player0478,"Mosqueteira, Cabana de Bárbaros, Corredor, Veneno, Torre Inferno, Cabana de Goblins, Bola de Fogo, Fornalha","P.E.K.K.A, Coletor de Elixir, Relâmpago, Torre Inferno, Golem, Descarga, Dragão Bebê, Zap",4116,4269
511,2023-06-04 03:51:13.053759,4.35,2,0,Player0762,"Mago, Fúria, Relâmpago, Descarga, Fornalha, Mini P.E.K.K.A, Executor, Arqueiras","Príncipe, P.E.K.K.A, Golem, Relâmpago, Arqueiras, Zap, Bruxa, Torre de Bombas",2343,4882
512,2023-10-30 06:49:42.220169,4.4,1,1,Player0218,"Cabana de Bárbaros, P.E.K.K.A, Arqueiras, Cabana de Goblins, Golem, Príncipe, Tornado, Canhão","Cabana de Goblins, Mega Servo, Tornado, Fornalha, Mago de Gelo, Zap, Executor, Relâmpago",2321,2231
513,2023-02-14 18:32:03.540342,3.48,1,2,Player0861,"Arqueiras, Bola de Fogo, Cabana de Goblins, Torre de Bombas, Fúria, Mosqueteira, Dragão Bebê, Cavaleiro","Mago de Gelo, Dragão Bebê, Descarga, Príncipe, Cabana de Goblins, Cavaleiro, Coletor de Elixir, Tornado",4155,2783
514,2023-04-03 00:10:54.038389,4.66,1,1,Player0058,"Príncipe, Arqueiras, Fornalha, Cavaleiro, P.E.K.K.A, Bola de Fogo, Mosqueteira, Bruxa","Cavaleiro, Príncipe, Coletor de Elixir, Tornado, Mago, Zap, Fornalha, Mega Servo",5387,2717
515,2023-02-17 18:42:18.597383,1.63,1,2,Player0305,"Canhão, Bárbaros, P.E.K.K.A, Mosqueteira, Mini P.E.K.K.A, Cabana de Bárbaros, Mago de Gelo, Príncipe","Canhão, Tornado, Relâmpago, Torre Inferno, Executor, Príncipe, Coletor de Elixir, Gigante",4105,5902
516,2023-12-31 04:07:35.440555,2.43,1,1,Player0109,"Executor, Mago de Gelo, Tornado, Torre de Bombas, Cavaleiro, Mosqueteira, Príncipe, Descarga","Gigante, Mega Servo, Cabana de Bárbaros, Lápide, Mosqueteira, Cavaleiro, Dragão Bebê, Bárbaros",3049,2843
517,2023-06-11 05:21:20.073018,2.34,1,2,Player0352,"Mago de Gelo, Bruxa, Veneno, Cabana de Bárbaros, Bárbaros, Canhão, Cabana de Goblins, P.E.K.K.A","Arqueiras, Corredor, Tornado, Torre de Bombas, Golem, Canhão, Lápide, P.E.K.K.A",3567,3727
518,2023-12-14 17:50:47.547733,2.77,2,2,Player0045,"Gigante, Tornado, Fúria, Fornalha, P.E.K.K.A, Torre Inferno, Veneno, Bruxa","Fornalha, Lápide, Bola de Fogo, Coletor de Elixir, Golem, Cavaleiro, Arqueiras, Cabana de Bárbaros",2194,5255
519,2023-02-23 22:12:13.320398,3.46,2,1,Player0338,"Mago, Lápide, Tornado, Príncipe, Zap, Mini P.E.K.K.A, P.E.K.K.A, Bárbaros","Príncipe, Cabana de Bárbaros, Arqueiras, Gigante, Cabana de Goblins, Tornado, Coletor de Elixir, Canhão",4702,4334
520,2023-02-17 17:04:49.826103,1.75,0,2,Player0160,"Dragão Bebê, P.E.K.K.A, Mago, Corredor, Fúria, Mago de Gelo, Zap, Torre Inferno","Coletor de Elixir, Torre de Bombas, Corredor, Torre Inferno, P.E.K.K.A, Descarga, Relâmpago, Lápide",5062,5043
521,2023-11-01 02:16:25.292944,3.34,0,1,Player0439,"Lápide, Cavaleiro, Fúria, Fornalha, Cabana de Bárbaros, Descarga, Canhão, Executor","Cavaleiro, Zap, Príncipe, Cabana de Bárbaros, Arqueiras, Cabana de Goblins, Fúria, P.E.K.K.A",2819,5124
522,2023-09-20 23:52:38.321119,2.32,1,1,Player0102,"Bárbaros, Relâmpago, Mago, Coletor de Elixir, Mini P.E.K.K.A, Golem, Bruxa, Executor","Fornalha, Executor, Bárbaros, Mini P.E.K.K.A, Corredor, Mago de Gelo, Descarga, Mosqueteira",2856,4415
523,2023-04-07 12:42:40.356247,2.73,1,3,Player0558,"Veneno, Arqueiras, Mago de Gelo, Cabana de Goblins, Bola de Fogo, Gigante, Cavaleiro, Tornado","Corredor, Coletor de Elixir, Mago de Gelo, Cavaleiro, Zap, Bola de Fogo, P.E.K.K.A, Torre de Bombas",4586,2654
524,2023-05-29 03:06:22.381894,2.52,1,0,Player0813,"Cavaleiro, Cabana de Bárbaros, Executor, Tornado, Mosqueteira, Coletor de Elixir, Torre Inferno, Arqueiras","Veneno, Torre de Bombas, Descarga, Golem, Cavaleiro, Príncipe, Arqueiras, Torre Inferno",2636,5740
525,2023-05-26 22:46:59.908295,2.07,1,2,Player0641,"Mini P.E.K.K.A, P.E.K.K.A, Lápide, Cavaleiro, Fornalha, Zap, Bola de Fogo, Canhão","Golem, Zap, Mago, Cabana de Goblins, Corredor, Gigante, Veneno, Príncipe",2210,3414
526,2023-07-22 19:45:10.078116,3.23,3,2,Player0538,"Dragão Bebê, Corredor, Descarga, Bruxa, Zap, P.E.K.K.A, Coletor de Elixir, Torre de Bombas","Torre Inferno, Tornado, Mosqueteira, Cabana de Bárbaros, Bruxa, Mega Servo, Canhão, Descarga",3783,3463
527,2023-05-13 11:07:06.547425,3.66,3,2,Player0635,"Cavaleiro, Torre Inferno, Mago de Gelo, Arqueiras, Mini P.E.K.K.A, Mega Servo, Torre de Bombas, Tornado","Arqueiras, Mago de Gelo, Executor, Príncipe, Fornalha, Bárbaros, Tornado, Coletor de Elixir",4393,2492
528,2023-01-23 04:23:18.925491,2.53,1,3,Player0078,"Canhão, Bárbaros, Dragão Bebê, Torre Inferno, Coletor de Elixir, Príncipe, P.E.K.K.A, Cavaleiro","Relâmpago, Bola de Fogo, P.E.K.K.A, Mini P.E.K.K.A, Dragão Bebê, Coletor de Elixir, Golem, Cabana de Bárbaros",5581,2106
529,2023-03-15 18:34:47.373551,2.35,1,2,Player0152,"Golem, Torre de Bombas, Executor, Mago, Mosqueteira, Cabana de Goblins, Cabana de Bárbaros, Mini P.E.K.K.A","Torre Inferno, Mago de Gelo, Canhão, Veneno, Bruxa, Descarga, Mago, Mega Servo",2835,4868
530,2023-02-06 18:25:13.542304,4.69,0,1,Player0064,"Executor, Lápide, Corredor, Gigante, Bruxa, Cabana de Goblins, Descarga, Golem","Golem, Torre de Bombas, Canhão, Cabana de Goblins, Príncipe, Tornado, Lápide, Veneno",5277,2648
531,2023-10-19 03:05:26.343349,2.09,2,3,Player0782,"Cabana de Bárbaros, Fornalha, Mago de Gelo, Torre Inferno, Fúria, Zap, P.E.K.K.A, Veneno","Torre de Bombas, Mago de Gelo, Executor, Cavaleiro, Coletor de Elixir, Fúria, Príncipe, Relâmpago",3014,3424
532,2023-02-22 20:07:21.730862,2.22,2,1,Player0361,"Executor, Cabana de Goblins, Cabana de Bárbaros, Canhão, Corredor, Mago, Príncipe, Tornado","Torre de Bombas, Príncipe, Bruxa, Veneno, Fúria, Corredor, Mini P.E.K.K.A, Cabana de Goblins",3854,4996
533,2023-07-14 12:42:07.941866,2.81,1,2,Player0417,"Executor, Descarga, Torre Inferno, Arqueiras, Fornalha, Mago, P.E.K.K.A, Coletor de Elixir","Cabana de Goblins, Bárbaros, Fornalha, Dragão Bebê, Coletor de Elixir, Executor, Arqueiras, Bola de Fogo",4319,3442
534,2023-05-19 01:51:26.639108,1.77,2,1,Player0331,"Bola de Fogo, Veneno, P.E.K.K.A, Gigante, Zap, Cavaleiro, Corredor, Executor","Torre Inferno, Coletor de Elixir, Veneno, Executor, Tornado, Dragão Bebê, Mega Servo, Cabana de Goblins",2241,2078
535,2023-11-10 21:08:24.724061,2.51,2,3,Player0969,"P.E.K.K.A, Mini P.E.K.K.A, Gigante, Relâmpago, Mago, Dragão Bebê, Descarga, Bárbaros","Mega Servo, Bola de Fogo, Gigante, Golem, Dragão Bebê, Torre de Bombas, Cavaleiro, Executor",5151,3382
536,2023-04-19 17:25:30.108255,4.38,1,1,Player0196,"Bruxa, Relâmpago, Mago de Gelo, Fúria, Bárbaros, Tornado, Corredor, Arqueiras","Cabana de Bárbaros, Torre de Bombas, Arqueiras, Fornalha, Lápide, Bola de Fogo, Canhão, Mega Servo",3467,5142
537,2023-01-09 22:53:43.845628,2.74,1,2,Player0397,"Veneno, Príncipe, Fúria, Zap, Coletor de Elixir, Bola de Fogo, Lápide, Fornalha","Mega Servo, Canhão, Torre Inferno, Descarga, Mini P.E.K.K.A, Veneno, Cabana de Bárbaros, Lápide",2990,5771
538,2023-02-11 21:57:55.355235,2.32,2,1,Player0738,"Veneno, Mini P.E.K.K.A, Cavaleiro, Fúria, Príncipe, Cabana de Goblins, Bruxa, Mega Servo","Fúria, Mega Servo, Cabana de Goblins, Bola de Fogo, Descarga, Executor, Lápide, P.E.K.K.A",3413,2893
539,2023-02-14 00:49:08.680424,4.06,1,2,Player0606,"Arqueiras, Relâmpago, Dragão Bebê, Cavaleiro, Descarga, Mago, Coletor de Elixir, P.E.K.K.A","Torre de Bombas, Gigante, Príncipe, Mago, Bruxa, P.E.K.K.A, Canhão, Relâmpago",5694,2738
540,2023-02-08 11:18:18.463677,2.1,1,2,Player0768,"Coletor de Elixir, Descarga, Mago, Lápide, Mosqueteira, Cabana de Bárbaros, Torre Inferno, Bárbaros","Bruxa, Zap, Fúria, Arqueiras, Cavaleiro, Torre de Bombas, Corredor, Mini P.E.K.K.A",4571,4765
541,2023-12-06 03:07:02.354449,3.67,1,1,Player0436,"Cavaleiro, Zap, Príncipe, Tornado, Golem, Mini P.E.K.K.A, Bola de Fogo, Mago","Cabana de Goblins, Executor, P.E.K.K.A, Bruxa, Mini P.E.K.K.A, Canhão, Mosqueteira, Corredor",4236,4390
542,2023-11-29 16:40:47.692496,3.59,2,0,Player0770,"Arqueiras, P.E.K.K.A, Relâmpago, Príncipe, Corredor, Cabana de Goblins, Veneno, Bola de Fogo","Bola de Fogo, Torre de Bombas, Fúria, Executor, Mega Servo, Bárbaros, Mosqueteira, Zap",4467,5908
543,2023-11-20 03:08:33.880075,3.02,1,2,Player0200,"Coletor de Elixir, Cavaleiro, Dragão Bebê, Cabana de Goblins, Fornalha, Executor, Canhão, Tornado","P.E.K.K.A, Cavaleiro, Torre Inferno, Relâmpago, Arqueiras, Cabana de Goblins, Fornalha, Corredor",4238,3730
544,2023-11-16 22:54:17.679021,4.63,2,2,Player0599,"Tornado, Mosqueteira, Mini P.E.K.K.A, Coletor de Elixir, Dragão Bebê, Fornalha, Torre Inferno, Bruxa","Fornalha, Torre Inferno, Coletor de Elixir, Mega Servo, Tornado, Veneno, Mago de Gelo, P.E.K.K.A",3642,5726
545,2023-01-19 21:16:08.469301,1.72,3,2,Player0904,"Golem, Lápide, Cabana de Goblins, Torre de Bombas, Relâmpago, Mini P.E.K.K.A, Cabana de Bárbaros, Mega Servo","Dragão Bebê, Tornado, Torre Inferno, Arqueiras, Descarga, Mago, Gigante, Fornalha",5036,4240
546,2023-09-19 22:49:20.409034,3.43,2,1,Player0729,"Fúria, Gigante, Arqueiras, Tornado, Canhão, Cavaleiro, Zap, Bruxa","Cabana de Bárbaros, Bárbaros, Fornalha, Coletor de Elixir, Relâmpago, Zap, Mosqueteira, Dragão Bebê",5679,4999
547,2023-03-02 17:16:49.073360,4.94,0,3,Player0590,"Gigante, Cavaleiro, Tornado, Corredor, Cabana de Goblins, Veneno, Bárbaros, Torre Inferno","Dragão Bebê, Mago, Canhão, Coletor de Elixir, Mini P.E.K.K.A, Tornado, Mago de Gelo, Lápide",4304,4688
548,2023-02-12 04:52:44.600364,4.85,3,0,Player0324,"Mega Servo, Coletor de Elixir, Golem, Torre de Bombas, Bola de Fogo, Príncipe, Fúria, Cabana de Goblins","Cabana de Bárbaros, Mini P.E.K.K.A, Bruxa, Torre de Bombas, Coletor de Elixir, Fornalha, Príncipe, Mega Servo",4280,4249
549,2023-06-06 14:39:52.516204,4.18,1,1,Player0107,"Mago, Bárbaros, Torre de Bombas, Cavaleiro, Zap, Dragão Bebê, Cabana de Goblins, Coletor de Elixir","Bruxa, Torre de Bombas, Coletor de Elixir, Mago, Cavaleiro, Veneno, Fornalha, Arqueiras",4337,3770
550,2023-10-07 21:48:39.936213,2.06,2,1,Player0958,"Fúria, Torre Inferno, Cabana de Goblins, Corredor, Canhão, Arqueiras, Golem, Fornalha","Coletor de Elixir, Cabana de Goblins, Bárbaros, Bruxa, Mega Servo, Cavaleiro, Mago, Lápide",3893,3394
551,2023-11-07 02:41:48.087623,1.67,2,1,Player0702,"Canhão, Arqueiras, Gigante, Tornado, Príncipe, Mosqueteira, Bruxa, Veneno","Mega Servo, Zap, Torre de Bombas, Bola de Fogo, Mini P.E.K.K.A, Fúria, Descarga, Veneno",5184,3952
552,2023-10-01 11:00:08.351274,4.38,2,1,Player0556,"Veneno, P.E.K.K.A, Lápide, Cabana de Goblins, Príncipe, Dragão Bebê, Cabana de Bárbaros, Bárbaros","Mini P.E.K.K.A, Cabana de Bárbaros, Dragão Bebê, Fornalha, Mago de Gelo, Gigante, Coletor de Elixir, Mago",4778,3096
553,2023-06-10 02:49:45.539407,2.32,1,2,Player0877,"Torre de Bombas, Golem, Mosqueteira, Executor, Mega Servo, Coletor de Elixir, Cabana de Goblins, Dragão Bebê","Torre Inferno, Cabana de Bárbaros, Arqueiras, Coletor de Elixir, P.E.K.K.A, Torre de Bombas, Fúria, Golem",5463,2166
554,2023-10-13 20:56:42.576330,4.59,1,2,Player0105,"Torre Inferno, Cabana de Bárbaros, Arqueiras, Coletor de Elixir, P.E.K.K.A, Torre de Bombas, Fúria, Golem","Coletor de Elixir, P.E.K.K.A, Canhão, Torre de Bombas, Fornalha, Bárbaros, Cavaleiro, Golem",2166,5809
555,2023-02-07 23:50:46.541246,3.65,2,3,Player0878,"Mago, Bruxa, Bárbaros, Golem, Coletor de Elixir, Torre Inferno, Príncipe, Mosqueteira","Mago, Mini P.E.K.K.A, Bola de Fogo, Cabana de Bárbaros, Coletor de Elixir, Canhão, P.E.K.K.A, Cabana de Goblins",4324,4009
556,2023-09-23 03:54:28.303944,2.41,1,0,Player0935,"Dragão Bebê, Cabana de Goblins, Mago de Gelo, Mosqueteira, Príncipe, Bruxa, Cavaleiro, Fúria","Bárbaros, Golem, Torre Inferno, Bola de Fogo, Príncipe, Zap, Mosqueteira, Mini P.E.K.K.A",2612,5761
557,2023-04-30 17:03:16.513835,3.39,1,1,Player0220,"Mosqueteira, Cavaleiro, Descarga, Torre de Bombas, Relâmpago, Mago de Gelo, Cabana de Goblins, Bárbaros","Cabana de Bárbaros, Executor, Corredor, Dragão Bebê, Fornalha, Lápide, P.E.K.K.A, Descarga",2661,4168
558,2023-08-13 00:49:47.783881,2.96,0,2,Player0645,"Fúria, Arqueiras, Descarga, Coletor de Elixir, Cabana de Bárbaros, Canhão, Tornado, Fornalha","Veneno, Lápide, Torre Inferno, Relâmpago, Mega Servo, Bárbaros, Torre de Bombas, Gigante",5820,2456
559,2023-06-01 17:53:01.335691,2.09,2,2,Player0866,"Bruxa, Gigante, Tornado, Bola de Fogo, Arqueiras, Mini P.E.K.K.A, Descarga, Mago de Gelo","Dragão Bebê, Bola de Fogo, Mega Servo, Bruxa, Mago, Gigante, Cavaleiro, Relâmpago",2254,5810
560,2023-09-18 10:13:34.709383,4.8,0,1,Player0003,"Mini P.E.K.K.A, Dragão Bebê, Fúria, Tornado, Veneno, Mago de Gelo, Bola de Fogo, Canhão","Veneno, Coletor de Elixir, Bruxa, Zap, Descarga, Mega Servo, Cavaleiro, Mago de Gelo",3987,4299
561,2023-08-05 19:44:52.574617,4.25,2,2,Player0780,"Mago, Mini P.E.K.K.A, Gigante, Cabana de Bárbaros, Lápide, Bárbaros, Cabana de Goblins, Tornado","Cabana de Bárbaros, P.E.K.K.A, Arqueiras, Cabana de Goblins, Golem, Príncipe, Tornado, Canhão",4036,2321
562,2023-09-13 17:00:29.592742,2.44,3,1,Player0573,"Mago de Gelo, Cavaleiro, Zap, Descarga, Bruxa, Coletor de Elixir, Fornalha, Mini P.E.K.K.A","Bruxa, Torre de Bombas, Mega Servo, Príncipe, Coletor de Elixir, Descarga, Cabana de Bárbaros, P.E.K.K.A",5405,5109
563,2023-06-11 19:17:32.305438,2.37,1,1,Player0273,"Bruxa, Coletor de Elixir, Gigante, Dragão Bebê, Relâmpago, Mago de Gelo, Fúria, Bola de Fogo","Dragão Bebê, Cabana de Goblins, Mega Servo, Bola de Fogo, Corredor, Gigante, Fornalha, Torre Inferno",5545,5901
564,2023-05-13 09:28:07.682158,3.43,2,1,Player0941,"Mosqueteira, Cavaleiro, Golem, Zap, Corredor, Dragão Bebê, Bárbaros, Executor","Gigante, Veneno, Mini P.E.K.K.A, Bruxa, Torre Inferno, Cabana de Bárbaros, Cabana de Goblins, Cavaleiro",2890,2084
565,2023-05-20 21:32:24.028487,1.75,2,2,Player0628,"Lápide, Mini P.E.K.K.A, Fornalha, Gigante, Tornado, Mago de Gelo, Cabana de Goblins, Torre Inferno","Coletor de Elixir, P.E.K.K.A, Canhão, Torre de Bombas, Fornalha, Bárbaros, Cavaleiro, Golem",4722,5809
566,2023-05-02 04:14:00.974821,1.71,2,1,Player0431,"Mago, Dragão Bebê, Gigante, Príncipe, Coletor de Elixir, Veneno, Descarga, Torre de Bombas","Canhão, Golem, Torre de Bombas, Dragão Bebê, Lápide, Gigante, Relâmpago, Torre Inferno",5828,3739
567,2023-09-04 18:10:52.278631,4.31,1,2,Player0677,"Gigante, Lápide, Zap, Canhão, Corredor, Descarga, Torre Inferno, Torre de Bombas","Canhão, Coletor de Elixir, Fornalha, Bruxa, Descarga, Gigante, Relâmpago, Cabana de Bárbaros",2949,4896
568,2023-07-11 04:47:45.122900,1.84,0,3,Player0049,"Cabana de Bárbaros, Mosqueteira, Corredor, Fornalha, Relâmpago, Mega Servo, Executor, Zap","Arqueiras, Fornalha, Relâmpago, Fúria, Mago de Gelo, Torre Inferno, Cavaleiro, Mega Servo",5834,3459
569,2023-02-03 00:38:52.958898,2.09,2,1,Player0183,"Bruxa, Bola de Fogo, Cabana de Goblins, Mosqueteira, Dragão Bebê, Corredor, Lápide, Mini P.E.K.K.A","Lápide, Cavaleiro, Dragão Bebê, Coletor de Elixir, Mago de Gelo, Corredor, Mosqueteira, Bárbaros",4538,2785
570,2023-11-05 11:00:07.262740,2.42,1,1,Player0933,"Descarga, Zap, Cabana de Bárbaros, Canhão, Dragão Bebê, Lápide, Fornalha, Mago de Gelo","Arqueiras, P.E.K.K.A, Tornado, Veneno, Coletor de Elixir, Torre de Bombas, Príncipe, Mini P.E.K.K.A",4176,5998
